full_event_name,count
Microsoft.Windows.Shell.SystemSettings.StorageSense.StorageSenseBreakdownCategory,39
Microsoft.Windows.Shell.SystemSettings.StorageSense.StorageSenseBreakdownCategoryEx,1
Microsoft.Windows.Shell.SystemSettings.StorageSense.StorageSenseSaveLocation,5
Microsoft.Windows.Shell.SystemSettings.UserPage.ActivityError,2
Microsoft.Windows.Shell.SystemSettings.UserPage.LoadSyncAccounts,50
Microsoft.Windows.Shell.SystemSettings.UserPage.LoadWebAccounts,20
Microsoft.Windows.Shell.SystemSettings.UserPage.MSADisassociate,4
Microsoft.Windows.Shell.SystemSettings.UserPage.MSADisconnect,4
Microsoft.Windows.Shell.SystemSettings.UserPage.SyncAccountButtonAction,1
Microsoft.Windows.Shell.SystemTray.BatteryIconUpdated,27
Microsoft.Windows.Shell.TaskFlow.DataEngine.AddAsyncTimedOut,3
Microsoft.Windows.Shell.TaskFlow.DataEngine.Aggregate.AddOrUpdateTimelineActivitySummary,29
Microsoft.Windows.Shell.TaskFlow.DataEngine.Aggregate.AddOrUpdateTimelineHistorySummary,96
Microsoft.Windows.Shell.TaskFlow.DataEngine.BulkDeleteActivities,21
Microsoft.Windows.Shell.TaskFlow.DataEngine.BulkDeleteHistories,21
Microsoft.Windows.Shell.TaskFlow.DataEngine.ClipboardReportedViewNotFound,12
Microsoft.Windows.Shell.TaskFlow.DataEngine.DeleteAndReIndexAllActivities,1
Microsoft.Windows.Shell.TaskFlow.DataEngine.DeleteExpiredHistoryItems,28
Microsoft.Windows.Shell.TaskFlow.DataEngine.HandleClipboardSignal,198
Microsoft.Windows.Shell.TaskFlow.DataEngine.HandleClipboardSignalInfo,99
Microsoft.Windows.Shell.TaskFlow.DataEngine.OnActivityStoreAdded,4
Microsoft.Windows.Shell.TaskFlow.DataEngine.OnActivityStoreRemoved,6
Microsoft.Windows.Shell.TaskFlow.DataEngine.OnCDPUserServiceReady,46
Microsoft.Windows.Shell.TaskFlow.DataEngine.PoliciesTaskFlowFeatureState,17
Microsoft.Windows.Shell.TaskFlow.DataEngine.PublishActivity,188
Microsoft.Windows.Shell.TaskFlow.DataEngine.SignalProcessingActivityArbiterCountersReport,167
Microsoft.Windows.Shell.TaskFlow.DataEngine.StartClipboardSignalListener,34
Microsoft.Windows.Shell.TaskFlow.DataEngine.StopClipboardSignalListener,4
Microsoft.Windows.Shell.TaskFlow.DataEngine.SubscribedToAFC,52
Microsoft.Windows.Shell.TaskFlow.DataEngine.TaskflowDataEngine_CDPInitializeResult,17
Microsoft.Windows.Shell.TaskFlow.DataEngine.TaskflowImmersiveShellBroker_StartupPerf,17
Microsoft.Windows.Shell.TaskFlow.DataEngine.UnSubscribedFromAFC,12
Microsoft.Windows.Shell.TaskFlow.DataEngine.ViewIdNotFoundForClipboardSignal,7
Microsoft.Windows.Shell.TaskFlow.DataEngine.WindowSnapStateChanged,2
Microsoft.Windows.Shell.Taskbar.ClipboardHistoryHotkeyRegistration,17
Microsoft.Windows.Shell.Taskbar.ContextMenuInvoked,4
Microsoft.Windows.Shell.Taskbar.ContextMenuTaskManager,4
Microsoft.Windows.Shell.Taskbar.DefaultPinningProvider.DefaultPinResolution,18
Microsoft.Windows.Shell.Taskbar.DesktopLivePreview,1
Microsoft.Windows.Shell.Taskbar.ExtendUIShow,32
Microsoft.Windows.Shell.Taskbar.GlobalHotkeyPressed,6
Microsoft.Windows.Shell.Taskbar.ImmersiveAppInstalled,20
Microsoft.Windows.Shell.Taskbar.LivePreview,13
Microsoft.Windows.Shell.Taskbar.NotificationCenterButtonInvoked,8
Microsoft.Windows.Shell.Taskbar.PinnedListAdded,1
Microsoft.Windows.Shell.Taskbar.PinnedListRemoved,25
Microsoft.Windows.Shell.Taskbar.ProgrammableTaskbar.BrowserSwitch,1
Microsoft.Windows.Shell.Taskbar.ProgrammableTaskbar.CdmLiteRequestActivity,2
Microsoft.Windows.Shell.Taskbar.SearchButtonInvoked,42
Microsoft.Windows.Shell.Taskbar.ShellHotkeyHandled,6
Microsoft.Windows.Shell.Taskbar.ShowDesktopButtonInvoked,1
Microsoft.Windows.Shell.Taskbar.StartButtonInvoked,117
Microsoft.Windows.Shell.Taskbar.TaskListSizeChanged,963
Microsoft.Windows.Shell.TextInput.InputPanel.AppResourceLoadersInitialized,18
Microsoft.Windows.Shell.TextInput.InputPanel.ExpressiveSuggestionUIPageActivationChanged,8
Microsoft.Windows.Shell.TextInput.InputPanel.ExpressiveSuggestionUIPageTryShow,12
Microsoft.Windows.Shell.TextInput.InputPanel.ExpressiveSuggestionUIPageViewStateChanged,12
Microsoft.Windows.Shell.TextInput.InputPanel.IgnoreShowViewRequest,3
Microsoft.Windows.Shell.TextInput.InputPanel.InputAppCreateView,70
Microsoft.Windows.Shell.TextInput.InputPanel.InputAppLaunch,36
Microsoft.Windows.Shell.TextInput.InputPanel.InputPanelPageLoad,36
Microsoft.Windows.Shell.TextInput.InputPanel.InvokeCoreKeyboardClientRequest_Show,9
Microsoft.Windows.Shell.TextInput.InputPanel.InvokeViewDeactivationAfterAnimationCompleted,6
Microsoft.Windows.Shell.TextInput.InputPanel.MultipleViewsPrepared,18
Microsoft.Windows.Shell.TextInput.InputPanel.OnPageLoaded,70
Microsoft.Windows.Shell.TextInput.InputPanel.PrimaryViewCreationQueued,18
Microsoft.Windows.Shell.TextInput.InputPanel.SetApplicationViewId,70
Microsoft.Windows.Shell.TextInput.InputPanel.ShowInputAppViewActivity,12
Microsoft.Windows.Shell.TextInput.InputPanel.StateChangedActivity,20
Microsoft.Windows.Shell.TouchKeyboardExperience.ApplicationStateChanged,49
Microsoft.Windows.Shell.TouchKeyboardExperience.CoreInputViewOcclusionChanged,9
Microsoft.Windows.Shell.TouchKeyboardExperience.InputAppActivated,36
Microsoft.Windows.Shell.TouchKeyboardExperience.InputAppActivation,35
Microsoft.Windows.Shell.TouchKeyboardExperience.InputAppActivationRequested,34
Microsoft.Windows.Shell.TouchKeyboardExperience.InputAppIdInitialized,49
Microsoft.Windows.Shell.TouchKeyboardExperience.InputAppResumed,34
Microsoft.Windows.Shell.TouchKeyboardExperience.InputAppSuspending,16
Microsoft.Windows.Shell.TouchKeyboardExperience.InputAppTerminated,32
Microsoft.Windows.Shell.TouchKeyboardExperience.MDMBoolPolicyValueUpdated,32
Microsoft.Windows.Shell.TouchKeyboardExperience.OnInputAppRequestedHideActivity,12
Microsoft.Windows.Shell.TouchKeyboardExperience.OnInputAppRequestedShowActivity,18
Microsoft.Windows.Shell.TouchKeyboardExperience.OnShellRequestedStateChange,6
Microsoft.Windows.Shell.TouchKeyboardExperience.OnShellRequestedStateChangeActivity,6
Microsoft.Windows.Shell.TouchKeyboardExperience.ShellHotKeyRequestReceived,6
Microsoft.Windows.Shell.Tracing.LockAppBroker.NotifyBeginUnlock,8
Microsoft.Windows.Shell.UserCpl.Taskflow.ActivityError,3
Microsoft.Windows.Shell.UserCpl.Taskflow.DisconnectLocalFlow,4
Microsoft.Windows.Shell.UserCpl.Taskflow.PopupTaskFlowInstance,4
Microsoft.Windows.Shell.UserCpl.Taskflow.TaskFlowFailure,1
Microsoft.Windows.Shell.UserProfiles.DeleteUserProfile,6
Microsoft.Windows.Shell.UserProfiles.RestoreUserProfile,66
Microsoft.Windows.Shell.UserProfiles.UseLocalProfile,66
Microsoft.Windows.Shell.Userenv.DeleteUserProfileDirectory,6
Microsoft.Windows.Shell.Userenv.WINAPIDeleteProfile,6
Microsoft.Windows.Shell.Userenv.WINAPILoadUserProfile,980
Microsoft.Windows.Shell.Userenv.WINAPIUnloadUserProfile,896
Microsoft.Windows.ShellCommon.StartLayout.ActivityError,128
Microsoft.Windows.ShellCommon.StartLayout.AppInstallCompleteActivity,32
Microsoft.Windows.ShellCommon.StartLayout.AppInstallOnProgressActivity,64
Microsoft.Windows.ShellCommon.StartLayout.AutoInstallPlaceholderTileActivity,2
Microsoft.Windows.ShellCommon.StartLayout.BackgroundLayoutInitializationProcessing,2
Microsoft.Windows.ShellCommon.StartLayout.DataReconciliationActivity,48
Microsoft.Windows.ShellCommon.StartLayout.FolderWriteSuccess,2
Microsoft.Windows.ShellCommon.StartLayout.InitializingStartLayout,4
Microsoft.Windows.ShellCommon.StartLayout.LogState,48
Microsoft.Windows.ShellCommon.StartLayout.TileWriteSuccess,23
Microsoft.Windows.ShellCommon.StartLayout.WritingStartLayoutToStorage,2
Microsoft.Windows.ShellExecute.ShellExecuteNormal,919
Microsoft.Windows.ShellExperienceDispatcher.ImmersiveShellHookForwardedIAMLayoutCompleted,156
Microsoft.Windows.ShellExperienceDispatcher.TrayForwardedIAMLayoutCompleted,156
Microsoft.Windows.ShellPlacements.CreativeOverlayGetContentActivity,18
Microsoft.Windows.ShellPlacements.SignInSuggestionsActivity,2
Microsoft.Windows.ShellPlacements.SignInSuggestionsGetContentActivity,2
Microsoft.Windows.ShellPlacements.SignInSuggestionsWaitAndTotalTime,1
Microsoft.Windows.ShellPlacements.SpotlightMode,9
Microsoft.Windows.ShellPlacements.UserIdleTrigger,16
Microsoft.Windows.Signals.ControllerInitializationActivity,34
Microsoft.Windows.Signals.SignalEvaluateApiActivity,16
Microsoft.Windows.Signals.SignalRegisteredWNFNotificationArrived,30
Microsoft.Windows.Signals.SignalUnregistrationActivity,36
Microsoft.Windows.SrumSvc.CoreUsage,561
Microsoft.Windows.SrumSvc.DataUsageAggregateTimer,1797
Microsoft.Windows.Start.SharedStartModel.Cache.VisualCacheFragmentationInfo,36
Microsoft.Windows.Storage.Classpnp.DeviceAccessAlignment,20
Microsoft.Windows.Storage.Classpnp.DeviceDescriptorData,20
Microsoft.Windows.Storage.Classpnp.DeviceGuidGenerated,20
Microsoft.Windows.Storage.Classpnp.DeviceIORequestRetry,2
Microsoft.Windows.Storage.Classpnp.DeviceRemoved,5
Microsoft.Windows.Storage.Classpnp.DeviceSeekPenaltyProperty,20
Microsoft.Windows.Storage.Classpnp.DeviceStarted,20
Microsoft.Windows.Storage.Crashdmp.CrashdumpDetected,1
Microsoft.Windows.Storage.Crashdmp.CrashdumpDumpDriverLoaded,36
Microsoft.Windows.Storage.Defrag.CLIOperation,6
Microsoft.Windows.Storage.Defrag.CLIOperationExit,4
Microsoft.Windows.Storage.Defrag.DefragAnalysisEnd,3
Microsoft.Windows.Storage.Defrag.DefragAnalysisStats,3
Microsoft.Windows.Storage.Defrag.DefragCLIEnd,4
Microsoft.Windows.Storage.Defrag.DefragCLIStart,5
Microsoft.Windows.Storage.Defrag.DefragFullEnd,6
Microsoft.Windows.Storage.Defrag.DefragFullStats,5
Microsoft.Windows.Storage.Defrag.DefragRunRetrimOpEnd,17
Microsoft.Windows.Storage.Defrag.DefragRunRetrimOpStats,13
Microsoft.Windows.Storage.Defrag.DefragUIEnd,8
Microsoft.Windows.Storage.Defrag.DefragUIStart,8
Microsoft.Windows.Storage.Defrag.UIOperationExit,12
Microsoft.Windows.Storage.Defrag.UIOperationStart,12
Microsoft.Windows.Storage.DiskManagement.DiskMgmtSummary,2
Microsoft.Windows.Storage.Partmgr.DiskDiscovery,27
Microsoft.Windows.Storage.SmpHost.LoadSuccess,13
Microsoft.Windows.Storage.StorageAPI.StorageUsageAPI,349
Microsoft.Windows.Storage.StorageHealthMonitor.NVMeStorageHealthMonitor::ComponentStarted,5
Microsoft.Windows.Storage.StorageHealthMonitor.NVMeStorageHealthMonitor::StatusErrorCode,22
Microsoft.Windows.Storage.StorageReserve.ActivityError,30
Microsoft.Windows.Storage.StorageReserve.SetReserveAreaOnFileTree,34
Microsoft.Windows.Storage.StorageService.CleanupKnownPaths,64
Microsoft.Windows.Storage.StorageService.CompleteInit,1
Microsoft.Windows.Storage.StorageService.DiskStandardInformation,14
Microsoft.Windows.Storage.StorageService.DriveStatistics,8
Microsoft.Windows.Storage.StorageService.FolderStatistics,58
Microsoft.Windows.Storage.StorageService.GetSilentCleanupTask,40
Microsoft.Windows.Storage.StorageService.QueryFileLayout,8
Microsoft.Windows.Storage.StorageService.SdCardStatus,5
Microsoft.Windows.Storage.StorageService.ServiceInit,1
Microsoft.Windows.Storage.StorageService.SilentCleanupTaskGetEnabledState,32
Microsoft.Windows.Storage.StorageService.StorageDeviceLowState2,236
Microsoft.Windows.Storage.StorageService.StoragePolicyCloudProvider,24
Microsoft.Windows.Storage.StorageService.StorageReserveStatistics,5
Microsoft.Windows.Storage.StorageService.StorageServiceTriggerStorageCleanup,8
Microsoft.Windows.Storage.StorageService.StorageStatistics,5
Microsoft.Windows.Storage.StorageService.SurpriseRemoval,5
Microsoft.Windows.Storage.StorageService.TriggerStorageCleanup,16
Microsoft.Windows.Storage.StorageService.TriggerStoragePoliciesV2,16
Microsoft.Windows.Storage.StorageUsage.CFSyncRootLAT,7
Microsoft.Windows.Storage.StorageUsage.CloudProviderMetaData,7
Microsoft.Windows.Storage.StorageUsage.IsDirectoryTagged,2
Microsoft.Windows.Storage.StorageUsage.KnownFolderDriveInfo,21
Microsoft.Windows.Storage.StorageUsage.OneSettingsReadFailed,21
Microsoft.Windows.Storage.StorageUsage.StorageBreakdownQueried,231
Microsoft.Windows.Storage.StorageUsage.StoragePoliciesV2,4
Microsoft.Windows.Storage.StorageUsage.StorageSettings,11
Microsoft.Windows.Storage.StorageUsage.StorageUsageScan,36
Microsoft.Windows.Storage.StorageUsage.StorageVolumeEnumerated,11
Microsoft.Windows.Storage.StorageUsage.StorsvcStatus,2
Microsoft.Windows.Storage.StorageUsage.WinOldPresence,7
Microsoft.Windows.Storage.Storport.AdapterCompletedInitialization,4
Microsoft.Windows.Storage.Storport.AdapterGetParameters,4
Microsoft.Windows.Storage.Storport.AdapterPhysicalTopology,5
Microsoft.Windows.Storage.Storport.AdapterPhysicalTopologyAdapter,5
Microsoft.Windows.Storage.Storport.AdapterPhysicalTopologyDevice,5
Microsoft.Windows.Storage.Storport.MiniportEventAdapter,1999
Microsoft.Windows.Storage.Storport.MiniportEventRequest,188
Microsoft.Windows.Storage.Storport.MiniportEventUnit,3
Microsoft.Windows.Storage.Storport.MiniportLogError,1
Microsoft.Windows.Storage.Storport.ResetBusCompleted,1
Microsoft.Windows.Storage.Storport.ResetLunStatistics,1
Microsoft.Windows.Storage.Storport.ResetTargetStatistics,1
Microsoft.Windows.Storage.Storport.UnitAttemptedAdaptiveIdleTimeout,5
Microsoft.Windows.Storage.Storport.UnitErrorData,54
Microsoft.Windows.Storage.Storport.UnitGetTelemetryId,40
Microsoft.Windows.Storage.Storport.UnitNvmeHealthLog,33
Microsoft.Windows.Storage.Storport.UnitPauseRequestCounters,16
Microsoft.Windows.Storage.Storport.UnitPerformance,57
Microsoft.Windows.Storage.Storport.UnitSmartAttributes,6
Microsoft.Windows.Storage.Storport.UnitStartDevice,20
Microsoft.Windows.Storage.VDS.BasicDisk.BasicDiskProvider,16
Microsoft.Windows.Storage.VDS.Service.VDSProviderDetails,15
Microsoft.Windows.Storage.VSSTraceLogProvider.CVssRequestorActivity,70
Microsoft.Windows.Storage.VSSTraceLogProvider.ProviderProperties,9
Microsoft.Windows.Storage.VSSTraceLogProvider.VSS_BackupComponents_OpResult,82
Microsoft.Windows.Storage.VSSTraceLogProvider.VolumeAddedToSnapshotSet,9
Microsoft.Windows.Storage.VSSTraceLogProvider.WriterMetadata,21
Microsoft.Windows.Storage.VolumeManager.BasicVolumeDeviceCreation,39
Microsoft.Windows.Storage.WinRT.WinRTEventResultAggregate,497
Microsoft.Windows.StoreAgent.Telemetry.AbortedInstallation,3
Microsoft.Windows.StoreAgent.Telemetry.BeginAcquireLicense,142
Microsoft.Windows.StoreAgent.Telemetry.BeginDownload,71
Microsoft.Windows.StoreAgent.Telemetry.BeginFrameworkUpdate,1
Microsoft.Windows.StoreAgent.Telemetry.BeginInstall,63
Microsoft.Windows.StoreAgent.Telemetry.BeginScanForUpdates,48
Microsoft.Windows.StoreAgent.Telemetry.BeginSearchUpdatePackages,18
Microsoft.Windows.StoreAgent.Telemetry.DownloadUrl,147
Microsoft.Windows.StoreAgent.Telemetry.EndAcquireLicense,150
Microsoft.Windows.StoreAgent.Telemetry.EndDownload,75
Microsoft.Windows.StoreAgent.Telemetry.EndFrameworkUpdate,1
Microsoft.Windows.StoreAgent.Telemetry.EndInstall,67
Microsoft.Windows.StoreAgent.Telemetry.EndScanForUpdates,50
Microsoft.Windows.StoreAgent.Telemetry.EndSearchUpdatePackages,22
Microsoft.Windows.StoreAgent.Telemetry.FulfillmentComplete,118
Microsoft.Windows.StoreAgent.Telemetry.FulfillmentInitiate,130
Microsoft.Windows.StoreAgent.Telemetry.InstallOperationRequest,20
Microsoft.Windows.StoreAgent.Telemetry.ResumeInstallation,31
Microsoft.Windows.StoreAgent.Telemetry.ResumeOperationRequest,20
Microsoft.Windows.StoreAgent.Telemetry.SearchForUpdateOperationRequest,9
Microsoft.Windows.StoreAgent.Telemetry.StateTransition,264
Microsoft.Windows.StoreAgent.Telemetry.UpdateAppOperationRequest,1
Microsoft.Windows.StoreAgent.Telemetry.WinstoreAuth_SLSFailure,50
Microsoft.Windows.Subsystem.Lxss.LxssException,2
Microsoft.Windows.SvchostTelemetryProvider.ServiceHeapUsage,6
Microsoft.Windows.Sysprep.SysprepFunctionStart,20
Microsoft.Windows.Sysprep.SysprepFunctionStop,20
Microsoft.Windows.System.RemoteSystem.AuthorizationKindFilter,10
Microsoft.Windows.System.RemoteSystem.DeviceDiscoveryTypeFilter,10
Microsoft.Windows.System.RemoteSystem.DeviceQueryStart,10
Microsoft.Windows.System.RemoteSystem.DeviceQueryStop,10
Microsoft.Windows.System.RemoteSystem.HandleOnDevice,174
Microsoft.Windows.System.RemoteSystem.ParseFilterStart,10
Microsoft.Windows.System.RemoteSystem.ParseFilterStop,10
Microsoft.Windows.System.RemoteSystem.RemoteSystemWatcher,20
Microsoft.Windows.System.RemoteSystem.RequestAccessAsync,20
Microsoft.Windows.TTS.Telemetry.Speak,2
Microsoft.Windows.TaskScheduler.MaintenanceLag,177
Microsoft.Windows.TaskScheduler.MaintenanceRetriggered,11
Microsoft.Windows.TaskScheduler.MaintenanceSettings,10
Microsoft.Windows.TaskScheduler.MaintenanceStatsCorrupted.InvalidRead,1
Microsoft.Windows.TaskScheduler.MaintenanceTaskRundown,326
Microsoft.Windows.TaskScheduler.MaintenanceTaskStarted,101
Microsoft.Windows.TaskScheduler.MaintenanceTaskStopped,101
Microsoft.Windows.TaskScheduler.MaintenanceWindowRundown,20
Microsoft.Windows.TaskScheduler.MaintenanceWindowStart,52
Microsoft.Windows.TaskScheduler.MaintenanceWindowStop,48
Microsoft.Windows.Taskmgr.CollectTrace,7
Microsoft.Windows.Taskmgr.ColumnActions,4
Microsoft.Windows.Taskmgr.EndTask,7
Microsoft.Windows.Taskmgr.Launch,4
Microsoft.Windows.Taskmgr.PaintLoopDelay,18
Microsoft.Windows.Taskmgr.PerformanceTab,1
Microsoft.Windows.Taskmgr.StartColumnSort,4
Microsoft.Windows.Taskmgr.StartTabSwitch,4
Microsoft.Windows.Taskmgr.StartViewExpand,2
Microsoft.Windows.Taskmgr.StopAppLaunch,4
Microsoft.Windows.Taskmgr.StopAppSwitch,4
Microsoft.Windows.Taskmgr.StopColumnSort,4
Microsoft.Windows.Taskmgr.StopTabSwitch,4
Microsoft.Windows.Taskmgr.StopViewExpand,2
Microsoft.Windows.Taskmgr.TabItemInteraction,2
Microsoft.Windows.Taskmgr.TabViewed,8
Microsoft.Windows.Terminal.App.AppCreated,2
Microsoft.Windows.Terminal.App.CommandPaletteDismissed,2
Microsoft.Windows.Terminal.App.ConnectionCreated,2
Microsoft.Windows.Terminal.App.SettingsLoadComplete,2
Microsoft.Windows.Terminal.App.SettingsLoadStarted,2
Microsoft.Windows.Terminal.App.TabInformation,2
Microsoft.Windows.Terminal.Connection.ConPtyConnected,2
Microsoft.Windows.Terminal.Connection.ReceivedFirstByte,2
Microsoft.Windows.Terminal.Win32Host.ExecutableStarted,2
Microsoft.Windows.Terminal.Win32Host.WindowCreated,2
Microsoft.Windows.TextInput.FlipProcessor.FlipCandidatesExpectedSuppressed,31
Microsoft.Windows.TextInput.FlipProcessor.FlipCandidatesFocusChangedFlush,75
Microsoft.Windows.TextInput.InputSession.InputProfileChanged,46
Microsoft.Windows.TextInput.InputSession.InputSessionFinalized,73
Microsoft.Windows.TextInput.InputSession.InputSessionStarted,73
Microsoft.Windows.TextInput.LITE.ClipboardKeyMonitor_ClientProxyConnected,18
Microsoft.Windows.TextInput.LITE.ClipboardKeyMonitor_ClientRegistered,18
Microsoft.Windows.TextInput.LITE.ClipboardKeyMonitor_Created,32
Microsoft.Windows.TextInput.LITE.ClipboardKeyMonitor_PasteCombinationDetected,13
Microsoft.Windows.TextInput.LITE.ClipboardKeyMonitor_SetMonitorPasteKeysEnabled,18
Microsoft.Windows.TextInput.LITE.LiteInitialize,64
Microsoft.Windows.TextInput.LITE.RemoteTextInputDelegationServer_ClientRegistered,18
Microsoft.Windows.TextInput.LITE.RemoteTextInputDelegationServer_KeyNotificationStatusUpdated,46
Microsoft.Windows.TextInput.LITE.RemoteTextInputDelegationServer_SourceOrTargetUpdated,12
Microsoft.Windows.TextInput.SpellCheckerEngine.SpellerSettings,1
Microsoft.Windows.UI.Input.Inking.DirectInk.DirectInkInitialize,36
Microsoft.Windows.UI.Input.Inking.DirectInk.DirectInkInputTypeChanged,2
Microsoft.Windows.UI.Input.Inking.DirectInk.InkStrokePredictionError,4
Microsoft.Windows.UI.Input.Inking.TraceLogging.InkStrokeEnd,4
Microsoft.Windows.UI.Logon.BeginSecureLockUnlock,16
Microsoft.Windows.UI.Logon.SecureLockShown,18
Microsoft.Windows.Update.Client.InstallationJobCompleted,66
Microsoft.Windows.Update.Client.OSDeploymentCompleted,2
Microsoft.Windows.Update.Client.OSDeploymentPerUpdate,2
Microsoft.Windows.Update.Client.UpLevelDetectionCompleted,66
Microsoft.Windows.Update.Heartbeat.Scan,6
Microsoft.Windows.Update.MoNotificationUx.GetUserDisplayStateResult,3
Microsoft.Windows.Update.MoNotificationUx.NotificationClearRequested,20
Microsoft.Windows.Update.MoNotificationUx.NotificationDisplayRequested,2
Microsoft.Windows.Update.MoNotificationUx.NotificationUxEmbeddingToastCallback,1
Microsoft.Windows.Update.MoNotificationUx.RebootWithUXCalled,1
Microsoft.Windows.Update.Orchestrator.Client.ActivityError,38
Microsoft.Windows.Update.Orchestrator.Client.Run,110
Microsoft.Windows.Update.Orchestrator.Decisions.Load,208
Microsoft.Windows.Update.Orchestrator.Decisions.Question,1153
Microsoft.Windows.Update.Orchestrator.Decisions.QuestionRun,442
Microsoft.Windows.Update.Orchestrator.RefreshSettings,9
Microsoft.Windows.Update.Orchestrator.Svc,4
Microsoft.Windows.Update.Orchestrator.TaskDeleted,1
Microsoft.Windows.Update.Orchestrator.TaskModified,4
Microsoft.Windows.Update.Orchestrator.UX.AttemptingReboot,1
Microsoft.Windows.Update.Orchestrator.UX.Decision,2773
Microsoft.Windows.Update.Orchestrator.UX.DecisionEngineLoad,102
Microsoft.Windows.Update.Orchestrator.UX.InitiatingReboot,2
Microsoft.Windows.Update.Orchestrator.UX.RebootDowntimeInfo,2
Microsoft.Windows.Update.Orchestrator.UX.RebootInvoked,1
Microsoft.Windows.Update.Orchestrator.UX.ShowingNotification,2
Microsoft.Windows.Update.Orchestrator.UX.UXBrokerWorking,25
Microsoft.Windows.Update.Orchestrator.UX.UserProcessLaunched,24
Microsoft.Windows.Update.Orchestrator.UniversalOrchestratorPauseWorkRequested,21
Microsoft.Windows.Update.Orchestrator.UniversalOrchestratorUpdaterCompleted,14
Microsoft.Windows.Update.Orchestrator.UpdatePolicyCacheRefresh,2
Microsoft.Windows.Update.Orchestrator.UpdaterScheduleRequested,6
Microsoft.Windows.Update.Orchestrator.Worker.ActivityError,1
Microsoft.Windows.Update.Orchestrator.Worker.Api,677
Microsoft.Windows.Update.Orchestrator.Worker.Database,201
Microsoft.Windows.Update.Orchestrator.Worker.MoUsoCoreWorkerRunning,111
Microsoft.Windows.Update.Orchestrator.Worker.ModelUpdaterStatus,18
Microsoft.Windows.Update.Orchestrator.Worker.PreventSleep,244
Microsoft.Windows.Update.Orchestrator.Worker.RebootDowntimeEvaluationActivity,10
Microsoft.Windows.Update.Orchestrator.Worker.RebootDowntimeInputBuildActivity,52
Microsoft.Windows.Update.Orchestrator.Worker.Scan,108
Microsoft.Windows.Update.Orchestrator.Worker.Schedule,250
Microsoft.Windows.Update.Orchestrator.Worker.TaskModified,147
Microsoft.Windows.Update.Orchestrator.Worker.UpdateAction,33
Microsoft.Windows.Update.Orchestrator.Worker.UpdateAdded,9
Microsoft.Windows.Update.Orchestrator.Worker.UpdateApproved,4
Microsoft.Windows.Update.Orchestrator.Worker.UpdateRemoved,9
Microsoft.Windows.Update.Orchestrator.Worker.UpdatesDetected,52
Microsoft.Windows.Update.Orchestrator.Worker.Validate,12
Microsoft.Windows.Update.Orchestrator.WuProvider.ActivityError,1
Microsoft.Windows.Update.Orchestrator.WuProvider.Download,6
Microsoft.Windows.Update.Orchestrator.WuProvider.Install,6
Microsoft.Windows.Update.Orchestrator.WuProvider.PostReboot,4
Microsoft.Windows.Update.Orchestrator.WuProvider.Scan,42
Microsoft.Windows.Update.Orchestrator.WuProvider.ScanService,42
Microsoft.Windows.Update.Orchestrator.WuProvider.Stick,3
Microsoft.Windows.Update.Orchestrator.WuProvider.Unstick,3
Microsoft.Windows.Update.PolicyReliability.SingleTriggerFireAndForgetScenarioResults,3
Microsoft.Windows.Update.Undocked.Brain.SessionIDNotFoundInPackage,34
Microsoft.Windows.Update.Ux.MusUpdateSettings.AvailableUpdatesCount,6
Microsoft.Windows.Update.Ux.MusUpdateSettings.MusCheckForUpdateButtonClicked,9
Microsoft.Windows.Update.Ux.MusUpdateSettings.MusDownloadButtonClicked,1
Microsoft.Windows.Update.Ux.MusUpdateSettings.MusInstallButtonClicked,1
Microsoft.Windows.Update.Ux.MusUpdateSettings.MusRebootButtonClicked,1
Microsoft.Windows.Update.Ux.NotificationHandler.DisplayingNotification,2
Microsoft.Windows.Update.Ux.NotificationHandler.NotificationClicked,1
Microsoft.Windows.Update.Ux.NotificationHandler.NotificationClosed,1
Microsoft.Windows.Update.WUClientExt.UUSLoadModuleSucceeded,21
Microsoft.Windows.UpdateReserveManager.CommitPendingHardReserveAdjustment,22
Microsoft.Windows.UpdateReserveManager.InitializeUpdateReserveManager,88
Microsoft.Windows.UpdateReserveManager.PrepareTIForReserveInitialization,22
Microsoft.Windows.UpdateReserveManager.ReevaluatePolicy,2
Microsoft.Windows.UpdateReserveManager.UpdatePendingHardReserveAdjustment,22
Microsoft.Windows.Upfc.UpfcCmdParsingResult,9
Microsoft.Windows.Upfc.UpfcCompleted,14
Microsoft.Windows.Upfc.UpfcLaunchResult,20
Microsoft.Windows.Upfc.UpfcReportAlreadyRunningFlag,9
Microsoft.Windows.Upfc.UpfcStarted,9
Microsoft.Windows.UserDataAccess.AppointmentApis.FindAppointmentCalendarsAsync,5
Microsoft.Windows.UserDataAccess.AppointmentApis.FindAppointments,2
Microsoft.Windows.UserDataAccess.AppointmentApis.Get,2
Microsoft.Windows.UserDataAccess.AppointmentApis.GetAppointmentCalendarAsync,2
Microsoft.Windows.UserDataAccess.ContactApis.FindContacts,8
Microsoft.Windows.UserDataAccess.ContactApis.GetContactReader,7
Microsoft.Windows.UserDataAccess.EmailApis.RequestStoreAsync,15
Microsoft.Windows.UserDataAccess.TaskApis.RequestStoreAsync,13
Microsoft.Windows.UserDataAccess.Unistore.OutOfProcessConnectionEstablished,3
Microsoft.Windows.UserDataAccess.UserDataAccounts.GetItemTypeHelper,12
Microsoft.Windows.UserDataAccess.UserDataAccounts.RequestStoreAsync,96
